1.000000	3.000000	100	0.100000
0.000000	0.009681	0.575441
0.100000	0.009767	0.553072
0.200000	0.009783	0.533900
0.300000	0.009738	0.517475
0.400000	0.009643	0.503382
0.500000	0.009511	0.491249
0.600000	0.009356	0.480749
0.700000	0.009187	0.471598
0.800000	0.009014	0.463554
0.900000	0.008841	0.456415
1.000000	0.008672	0.450014
1.100000	0.008511	0.444215
1.200000	0.008359	0.438908
1.300000	0.008220	0.434008
1.400000	0.008093	0.429445
1.500000	0.007980	0.425164
1.600000	0.007882	0.421121
1.700000	0.007796	0.417280
1.800000	0.007722	0.413614
1.900000	0.007659	0.410099
2.000000	0.007604	0.406716
2.100000	0.007556	0.403451
2.200000	0.007514	0.400290
2.300000	0.007476	0.397225
2.400000	0.007442	0.394245
2.500000	0.007411	0.391345
2.600000	0.007382	0.388519
2.700000	0.007356	0.385761
2.800000	0.007333	0.383067
2.900000	0.007312	0.380433
3.000000	0.007294	0.377857
3.100000	0.007279	0.375336
3.200000	0.007266	0.372867
3.300000	0.007255	0.370449
3.400000	0.007246	0.368078
3.500000	0.007239	0.365754
3.600000	0.007233	0.363476
3.700000	0.007230	0.361241
3.800000	0.007227	0.359048
3.900000	0.007227	0.356897
4.000000	0.007227	0.354786
4.100000	0.007230	0.352714
4.200000	0.007233	0.350679
4.300000	0.007238	0.348681
4.400000	0.007245	0.346719
4.500000	0.007252	0.344791
4.600000	0.007260	0.342896
4.700000	0.007269	0.341033
4.800000	0.007278	0.339202
4.900000	0.007287	0.337402
5.000000	0.007297	0.335631
5.100000	0.007307	0.333888
5.200000	0.007317	0.332174
5.300000	0.007327	0.330488
5.400000	0.007336	0.328828
5.500000	0.007346	0.327194
5.600000	0.007356	0.325585
5.700000	0.007366	0.324001
5.800000	0.007375	0.322441
5.900000	0.007384	0.320905
6.000000	0.007393	0.319392
6.100000	0.007402	0.317901
6.200000	0.007410	0.316432
6.300000	0.007419	0.314985
6.400000	0.007426	0.313559
6.500000	0.007434	0.312153
6.600000	0.007442	0.310767
6.700000	0.007449	0.309400
6.800000	0.007456	0.308053
6.900000	0.007462	0.306725
7.000000	0.007469	0.305415
7.100000	0.007475	0.304123
7.200000	0.007481	0.302848
7.300000	0.007486	0.301590
7.400000	0.007492	0.300349
7.500000	0.007497	0.299125
7.600000	0.007502	0.297917
7.700000	0.007506	0.296724
7.800000	0.007510	0.295547
7.900000	0.007515	0.294385
8.000000	0.007519	0.293237
8.100000	0.007522	0.292104
8.200000	0.007526	0.290985
8.300000	0.007529	0.289880
8.400000	0.007532	0.288788
8.500000	0.007535	0.287710
8.600000	0.007537	0.286645
8.700000	0.007540	0.285592
8.800000	0.007542	0.284552
8.900000	0.007544	0.283524
9.000000	0.007546	0.282508
9.100000	0.007548	0.281504
9.200000	0.007550	0.280512
9.300000	0.007551	0.279531
9.400000	0.007552	0.278560
9.500000	0.007553	0.277601
9.600000	0.007554	0.276653
9.700000	0.007555	0.275714
9.800000	0.007556	0.274787
9.900000	0.007556	0.273869
10.000000	0.007557	0.272961
