10.000000	0.100000	1000	0.100000	ARCHIVOS_REDES/ER/ER_0.txt

0.400000	136.576928
0.500000	128.940325
0.600000	122.757970
0.700000	117.865687
0.800000	114.131391
0.900000	111.403200
1.000000	109.538928
1.100000	108.399187
1.200000	107.865422
1.300000	107.861618
1.400000	108.300736
1.500000	109.108774
1.600000	110.230219
1.700000	111.597703
1.800000	113.158270
1.900000	114.872527
2.000000	116.702394
2.100000	118.604499
2.200000	120.550382
2.300000	122.520538
2.400000	124.502017
2.500000	126.485027
2.600000	128.463744
2.700000	130.429433
2.800000	132.388705
2.900000	134.346432
3.000000	136.306792
3.100000	138.273087
3.200000	140.240393
3.300000	142.199725
3.400000	144.140766
3.500000	146.064164
3.600000	147.979892
3.700000	149.895823
3.800000	151.818235
3.900000	153.759270
4.000000	155.729236
4.100000	157.740101
4.200000	159.795295
4.300000	161.906899
4.400000	164.091556
4.500000	166.365764
4.600000	168.742285
4.700000	171.239201
4.800000	173.873004
4.900000	176.662184
5.000000	179.632304
5.100000	182.811541
5.200000	186.220481
5.300000	189.868550
5.400000	193.760068
5.500000	197.900255
5.600000	202.302776
5.700000	206.989758
5.800000	211.991929
5.900000	217.306152
6.000000	222.866774
6.100000	228.572803
6.200000	234.336447
6.300000	240.093595
6.400000	245.789272
6.500000	251.330323
6.600000	256.619746
6.700000	261.603476
6.800000	266.263246
6.900000	270.594401
7.000000	274.601703
7.100000	278.296473
7.200000	281.693666
7.300000	284.810196
7.400000	287.663901
7.500000	290.272852
7.600000	292.654893
7.700000	294.827317
7.800000	296.806671
7.900000	298.608629
8.000000	300.247922
8.100000	301.738315
8.200000	303.092603
8.300000	304.322639
8.400000	305.439363
8.500000	306.452845
8.600000	307.372337
8.700000	308.206321
8.800000	308.962558
8.900000	309.648144
9.000000	310.269558
9.100000	310.832707
9.200000	311.342974
9.300000	311.805259
9.400000	312.224023
9.500000	312.603321
9.600000	312.946836
9.700000	313.257917
9.800000	313.539603
9.900000	313.794653
10.000000	314.025572
10.100000	314.234629
10.200000	314.423884
10.300000	314.595206
10.400000	314.750286
10.500000	314.890658
10.600000	315.017715
10.700000	315.132714
10.800000	315.236797
10.900000	315.330998
11.000000	315.416253
11.100000	315.493410
11.200000	315.563237
11.300000	315.626429
11.400000	315.683616
11.500000	315.735368
11.600000	315.782201
11.700000	315.824581
11.800000	315.862932
11.900000	315.897637
12.000000	315.929042
12.100000	315.957460
12.200000	315.983175
12.300000	316.006445
12.400000	316.027501
12.500000	316.046554
12.600000	316.063795
12.700000	316.079396
12.800000	316.093513
12.900000	316.106287
13.000000	316.117846
13.100000	316.128305
13.200000	316.137768
13.300000	316.146332
13.400000	316.154081
13.500000	316.161092
13.600000	316.167436
13.700000	316.173177
13.800000	316.178371
13.900000	316.183071
14.000000	316.187324
14.100000	316.191173
14.200000	316.194655
14.300000	316.197805
14.400000	316.200656
14.500000	316.203236
14.600000	316.205570
14.700000	316.207682
14.800000	316.209593
14.900000	316.211322
15.000000	316.212887
15.100000	316.214303
15.200000	316.215584
15.300000	316.216743
15.400000	316.217792
