0.200000	3.000000	200	0.100000	ARCHIVOS_REDES/ER/ER_680.txt
.400000	34.280171
0.500000	31.431821
0.600000	28.835861
0.700000	26.467498
0.800000	24.304696
0.900000	22.327843
1.000000	20.519458
1.100000	18.863931
1.200000	17.347294
1.300000	15.957021
1.400000	14.681859
1.500000	13.511675
1.600000	12.437329
1.700000	11.450559
1.800000	10.543883
1.900000	9.710517
2.000000	8.944297
2.100000	8.239617
2.200000	7.591371
2.300000	6.994903
2.400000	6.445964
2.500000	5.940669
2.600000	5.475470
2.700000	5.047116
2.800000	4.652632
2.900000	4.289291
3.000000	3.954593
3.100000	3.646247
3.200000	3.362146
3.300000	3.100360
3.400000	2.859113
3.500000	2.636777
3.600000	2.431853
3.700000	2.242964
3.800000	2.068843
3.900000	1.908328
4.000000	1.760345
4.100000	1.623910
4.200000	1.498116
4.300000	1.382128
4.400000	1.275177
4.500000	1.176556
4.600000	1.085613
4.700000	1.001747
4.800000	0.924406
4.900000	0.853081
5.000000	0.787301
5.100000	0.726633
5.200000	0.670680
5.300000	0.619072
5.400000	0.571471
5.500000	0.527564
5.600000	0.487062
5.700000	0.449698
5.800000	0.415227
5.900000	0.383422
6.000000	0.354074
6.100000	0.326989
6.200000	0.301991
6.300000	0.278914
6.400000	0.257606
6.500000	0.237927
6.600000	0.219748
6.700000	0.202951
6.800000	0.187426
6.900000	0.173074
7.000000	0.159801
7.100000	0.147523
7.200000	0.136160
7.300000	0.125643
7.400000	0.115906
7.500000	0.106889
7.600000	0.098537
7.700000	0.090802
7.800000	0.083637
7.900000	0.077001
8.000000	0.070856
8.100000	0.065166
8.200000	0.059900
8.300000	0.055029
8.400000	0.050524
8.500000	0.046360
8.600000	0.042514
8.700000	0.038963
8.800000	0.035688
8.900000	0.032670
9.000000	0.029890
9.100000	0.027331
9.200000	0.024978
9.300000	0.022816
9.400000	0.020831
9.500000	0.019010
9.600000	0.017340
9.700000	0.015811
9.800000	0.014411
9.900000	0.013130
10.000000	0.011960
10.100000	0.010890
10.200000	0.009913
10.300000	0.009022
10.400000	0.008209
10.500000	0.007468
10.600000	0.006792
10.700000	0.006177
10.800000	0.005616
10.900000	0.005106
11.000000	0.004641
11.100000	0.004219
11.200000	0.003834
11.300000	0.003484
11.400000	0.003166
11.500000	0.002877
11.600000	0.002615
11.700000	0.002376
11.800000	0.002159
11.900000	0.001961
12.000000	0.001782
12.100000	0.001619
12.200000	0.001471
12.300000	0.001337
12.400000	0.001215
12.500000	0.001104
12.600000	0.001003
12.700000	0.000912
12.800000	0.000828
12.900000	0.000753
13.000000	0.000684
13.100000	0.000622
13.200000	0.000565
13.300000	0.000514
13.400000	0.000467
13.500000	0.000424
13.600000	0.000386
13.700000	0.000351
13.800000	0.000319
13.900000	0.000290
14.000000	0.000264
14.100000	0.000240
14.200000	0.000218
14.300000	0.000198
14.400000	0.000180
14.500000	0.000164
14.600000	0.000149
14.700000	0.000136
14.800000	0.000123
14.900000	0.000112
15.000000	0.000102
15.100000	0.000093
15.200000	0.000084
15.300000	0.000077
15.400000	0.000070
15.500000	0.000064
15.600000	0.000058
15.700000	0.000053
15.800000	0.000048
15.900000	0.000044
16.000000	0.000040
16.100000	0.000036
16.200000	0.000033
16.300000	0.000030
16.400000	0.000027
16.500000	0.000025
16.600000	0.000023
16.700000	0.000021
16.800000	0.000019
16.900000	0.000017
17.000000	0.000016
17.100000	0.000014
17.200000	0.000013
17.300000	0.000012
17.400000	0.000011
17.500000	0.000010
17.600000	0.000009
17.700000	0.000008
17.800000	0.000007
17.900000	0.000007
18.000000	0.000006
18.100000	0.000006
18.200000	0.000005
18.300000	0.000005
18.400000	0.000004
18.500000	0.000004
18.600000	0.000003
18.700000	0.000003
18.800000	0.000003
18.900000	0.000003
19.000000	0.000002
19.100000	0.000002
19.200000	0.000002
19.300000	0.000002
19.400000	0.000002
19.500000	0.000002
19.600000	0.000001
19.700000	0.000001
19.800000	0.000001
19.900000	0.000001
20.000000	0.000001
