0.500000	3.000000	140	0.100000
0.000000	0.003882	0.568217
0.100000	0.003066	0.533858
0.200000	0.002360	0.502094
0.300000	0.001751	0.472678
0.400000	0.001229	0.445390
0.500000	0.000784	0.420033
0.600000	0.000406	0.396430
0.700000	0.000089	0.374425
0.800000	-0.000177	0.353878
0.900000	-0.000397	0.334664
1.000000	-0.000577	0.316671
1.100000	-0.000724	0.299800
1.200000	-0.000841	0.283960
1.300000	-0.000933	0.269072
1.400000	-0.001003	0.255062
1.500000	-0.001056	0.241866
1.600000	-0.001094	0.229426
1.700000	-0.001120	0.217687
1.800000	-0.001134	0.206603
1.900000	-0.001140	0.196128
2.000000	-0.001139	0.186224
2.100000	-0.001132	0.176854
2.200000	-0.001119	0.167984
2.300000	-0.001102	0.159583
2.400000	-0.001082	0.151623
2.500000	-0.001059	0.144079
2.600000	-0.001035	0.136925
2.700000	-0.001008	0.130140
2.800000	-0.000980	0.123702
2.900000	-0.000951	0.117593
3.000000	-0.000922	0.111793
3.100000	-0.000892	0.106286
3.200000	-0.000862	0.101056
3.300000	-0.000832	0.096089
3.400000	-0.000803	0.091370
3.500000	-0.000773	0.086886
3.600000	-0.000745	0.082625
3.700000	-0.000716	0.078576
3.800000	-0.000689	0.074728
3.900000	-0.000662	0.071069
4.000000	-0.000635	0.067591
4.100000	-0.000609	0.064285
4.200000	-0.000584	0.061142
4.300000	-0.000560	0.058153
4.400000	-0.000536	0.055310
4.500000	-0.000514	0.052608
4.600000	-0.000491	0.050037
4.700000	-0.000470	0.047593
4.800000	-0.000449	0.045269
4.900000	-0.000430	0.043058
5.000000	-0.000410	0.040955
5.100000	-0.000392	0.038955
5.200000	-0.000374	0.037053
5.300000	-0.000357	0.035244
5.400000	-0.000340	0.033523
5.500000	-0.000325	0.031886
5.600000	-0.000309	0.030329
5.700000	-0.000295	0.028848
5.800000	-0.000281	0.027440
5.900000	-0.000268	0.026099
6.000000	-0.000255	0.024824
6.100000	-0.000243	0.023612
6.200000	-0.000231	0.022458
6.300000	-0.000220	0.021360
6.400000	-0.000209	0.020316
6.500000	-0.000199	0.019322
6.600000	-0.000189	0.018377
6.700000	-0.000180	0.017478
6.800000	-0.000171	0.016622
6.900000	-0.000163	0.015808
7.000000	-0.000155	0.015034
7.100000	-0.000147	0.014296
7.200000	-0.000140	0.013595
7.300000	-0.000133	0.012928
7.400000	-0.000127	0.012292
7.500000	-0.000120	0.011688
7.600000	-0.000114	0.011113
7.700000	-0.000109	0.010565
7.800000	-0.000104	0.010044
7.900000	-0.000098	0.009548
8.000000	-0.000094	0.009075
8.100000	-0.000089	0.008626
8.200000	-0.000085	0.008198
8.300000	-0.000081	0.007790
8.400000	-0.000077	0.007402
8.500000	-0.000074	0.007032
8.600000	-0.000070	0.006680
8.700000	-0.000067	0.006345
8.800000	-0.000064	0.006025
8.900000	-0.000061	0.005721
9.000000	-0.000059	0.005431
9.100000	-0.000056	0.005155
9.200000	-0.000054	0.004892
9.300000	-0.000052	0.004641
9.400000	-0.000049	0.004402
9.500000	-0.000047	0.004174
9.600000	-0.000046	0.003957
9.700000	-0.000044	0.003750
9.800000	-0.000042	0.003553
9.900000	-0.000041	0.003365
10.000000	-0.000039	0.003185
10.100000	-0.000038	0.003014
10.200000	-0.000037	0.002851
10.300000	-0.000036	0.002696
10.400000	-0.000035	0.002548
10.500000	-0.000034	0.002407
10.600000	-0.000033	0.002272
10.700000	-0.000032	0.002144
10.800000	-0.000031	0.002022
10.900000	-0.000030	0.001906
11.000000	-0.000029	0.001795
11.100000	-0.000029	0.001690
11.200000	-0.000028	0.001590
11.300000	-0.000027	0.001494
11.400000	-0.000027	0.001404
11.500000	-0.000026	0.001318
11.600000	-0.000025	0.001236
11.700000	-0.000025	0.001159
11.800000	-0.000024	0.001086
11.900000	-0.000024	0.001016
12.000000	-0.000023	0.000950
12.100000	-0.000022	0.000888
12.200000	-0.000022	0.000829
12.300000	-0.000021	0.000774
12.400000	-0.000021	0.000721
12.500000	-0.000020	0.000672
12.600000	-0.000020	0.000625
12.700000	-0.000019	0.000582
12.800000	-0.000019	0.000541
12.900000	-0.000018	0.000502
13.000000	-0.000017	0.000466
13.100000	-0.000017	0.000433
13.200000	-0.000016	0.000401
13.300000	-0.000016	0.000372
13.400000	-0.000015	0.000344
13.500000	-0.000015	0.000318
13.600000	-0.000014	0.000295
13.700000	-0.000014	0.000272
13.800000	-0.000013	0.000252
13.900000	-0.000013	0.000232
14.000000	-0.000012	0.000215
